HOGI,MOD_DATE,PARTNO,PARTNAME,SPEC,PART_QTY,CMT,BRAND,GISONG,SPEED,CAPA,PLANT,ETHRU,CWT_SAFETY,CWT_BALANCE,CAR_BB,CAR_AA,MATERIAL
193110L02,20260819,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEO_MRL,WBSS,60,600,미지정,,N,50,1395,1310,CONCRETE (시멘트)
193110L02,20260819,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEO_MRL,WBSS,60,600,미지정,,N,50,1395,1310,CONCRETE (시멘트)
197428L01,20260115,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEX_MRL,GTSS,60,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
197428L01,20260115,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEX_MRL,GTSS,60,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
198514L31,20260619,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEWYZER,WBSS,60,1150,미지정,,N,50,1770,1810,CONCRETE (시멘트)
198514L31,20260619,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEWYZER,WBSS,60,1150,미지정,,N,50,1770,1810,CONCRETE (시멘트)
198514L33,20260619,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEWYZER,WBSS,60,1150,미지정,,N,50,1770,1810,CONCRETE (시멘트)
198514L33,20260619,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEWYZER,WBSS,60,1150,미지정,,N,50,1770,1810,CONCRETE (시멘트)
198514L36,20260619,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEWYZER,WBSS,60,1000,미지정,Y,N,50,1760,1760,CONCRETE (시멘트)
198514L36,20260619,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEWYZER,WBSS,60,1000,미지정,Y,N,50,1760,1760,CONCRETE (시멘트)
198514L37,20260619,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEWYZER,WBSS,60,1000,미지정,Y,N,50,1760,1760,CONCRETE (시멘트)
198514L37,20260619,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEWYZER,WBSS,60,1000,미지정,Y,N,50,1760,1760,CONCRETE (시멘트)
198514L38,20260619,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEWYZER,WBSS,60,1000,미지정,Y,N,50,1760,1760,CONCRETE (시멘트)
198514L38,20260619,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEWYZER,WBSS,60,1000,미지정,Y,N,50,1760,1760,CONCRETE (시멘트)
198514L29,20260619,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEWYZER,WBSS,60,1150,미지정,,N,50,1770,1810,CONCRETE (시멘트)
198514L29,20260619,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEWYZER,WBSS,60,1150,미지정,,N,50,1770,1810,CONCRETE (시멘트)
198514L30,20260619,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEWYZER,WBSS,60,1150,미지정,,N,50,1770,1810,CONCRETE (시멘트)
198514L30,20260619,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEWYZER,WBSS,60,1150,미지정,,N,50,1770,1810,CONCRETE (시멘트)
198514L34,20260619,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEWYZER,WBSS,60,1000,미지정,Y,N,50,1760,1760,CONCRETE (시멘트)
198514L34,20260619,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEWYZER,WBSS,60,1000,미지정,Y,N,50,1760,1760,CONCRETE (시멘트)
198514L35,20260619,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEWYZER,WBSS,60,1000,미지정,Y,N,50,1760,1760,CONCRETE (시멘트)
198514L35,20260619,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEWYZER,WBSS,60,1000,미지정,Y,N,50,1760,1760,CONCRETE (시멘트)
198514L32,20260619,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEWYZER,WBSS,60,1150,미지정,,N,50,1770,1810,CONCRETE (시멘트)
198514L32,20260619,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEWYZER,WBSS,60,1150,미지정,,N,50,1770,1810,CONCRETE (시멘트)
196419L01,20260617,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEO_MRL,WBSS2_(SSVF),60,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
196419L01,20260617,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEO_MRL,WBSS2_(SSVF),60,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
202230L10,20260826,12000067G0100,BALANCE WEIGHT,CONCRETE,2,-,LUXEN_2,WBLX1_(LXVF),120,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
202230L10,20260826,12000283G0100,BALANCE WEIGHT,CONCRETE,3,-,LUXEN_2,WBLX1_(LXVF),120,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
202230L11,20260826,12000067G0100,BALANCE WEIGHT,CONCRETE,2,-,LUXEN_2,WBLX1_(LXVF),120,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
202230L11,20260826,12000283G0100,BALANCE WEIGHT,CONCRETE,3,-,LUXEN_2,WBLX1_(LXVF),120,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
202230L12,20260826,12000067G0100,BALANCE WEIGHT,CONCRETE,2,-,LUXEN_2,WBLX1_(LXVF),120,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
202230L12,20260826,12000283G0100,BALANCE WEIGHT,CONCRETE,3,-,LUXEN_2,WBLX1_(LXVF),120,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
202230L13,20260826,12000067G0100,BALANCE WEIGHT,CONCRETE,3,-,LUXEN_2,WBLX1_(LXVF),120,1350,미지정,,N,50,1805,1860,CONCRETE (시멘트)
202230L13,20260826,12000283G0100,BALANCE WEIGHT,CONCRETE,5,-,LUXEN_2,WBLX1_(LXVF),120,1350,미지정,,N,50,1805,1860,CONCRETE (시멘트)
197207L25,20260616,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS,60,1150,미지정,Y,N,50,1860,1660,CONCRETE (시멘트)
197207L25,20260616,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS,60,1150,미지정,Y,N,50,1860,1660,CONCRETE (시멘트)
197207L26,20260616,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS,60,1150,미지정,,N,50,1555,1860,CONCRETE (시멘트)
197207L26,20260616,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS,60,1150,미지정,,N,50,1555,1860,CONCRETE (시멘트)
202230L09,20260826,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,LUXEN_2,WBLX1_(LXVF),105,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
202230L09,20260826,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,LUXEN_2,WBLX1_(LXVF),105,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
197207L23,20260616,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS,60,1150,미지정,,GSB320DK,50,1555,1860,CONCRETE (시멘트)
197207L23,20260616,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS,60,1150,미지정,,GSB320DK,50,1555,1860,CONCRETE (시멘트)
197207L24,20260616,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS,60,1150,미지정,,GSB320DK,50,1555,1860,CONCRETE (시멘트)
197207L24,20260616,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS,60,1150,미지정,,GSB320DK,50,1555,1860,CONCRETE (시멘트)
195591L01,20260819,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,-,NEO_MRL,GTSS_R,60,900,미지정,,N,50,1505,1660,CONCRETE (시멘트)
195591L01,20260819,12000284G0100,BALANCE WEIGHT,CONCRETE,1,-,NEO_MRL,GTSS_R,60,900,미지정,,N,50,1505,1660,CONCRETE (시멘트)
195591L02,20260819,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,-,NEO_MRL,GTSS_R,60,900,미지정,,N,50,1505,1660,CONCRETE (시멘트)
195591L02,20260819,12000284G0100,BALANCE WEIGHT,CONCRETE,1,-,NEO_MRL,GTSS_R,60,900,미지정,,N,50,1505,1660,CONCRETE (시멘트)
195592L01,20260819,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,-,NEO_MRL,GTSS_R,60,900,미지정,,N,50,1505,1660,CONCRETE (시멘트)
195592L01,20260819,12000284G0100,BALANCE WEIGHT,CONCRETE,1,-,NEO_MRL,GTSS_R,60,900,미지정,,N,50,1505,1660,CONCRETE (시멘트)
195592L02,20260819,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,-,NEO_MRL,GTSS_R,60,900,미지정,,N,50,1505,1660,CONCRETE (시멘트)
195592L02,20260819,12000284G0100,BALANCE WEIGHT,CONCRETE,1,-,NEO_MRL,GTSS_R,60,900,미지정,,N,50,1505,1660,CONCRETE (시멘트)
195880L01,20260616,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,-,NEO_MRL,GTSS_R,60,900,미지정,,N,50,1505,1660,CONCRETE (시멘트)
195880L01,20260616,12000284G0100,BALANCE WEIGHT,CONCRETE,1,-,NEO_MRL,GTSS_R,60,900,미지정,,N,50,1505,1660,CONCRETE (시멘트)
197207L22,20260616,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS,60,1150,미지정,,GSB320DK,50,1555,1860,CONCRETE (시멘트)
197207L22,20260616,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS,60,1150,미지정,,GSB320DK,50,1555,1860,CONCRETE (시멘트)
202230L15,20260826,12000067G0100,BALANCE WEIGHT,CONCRETE,3,-,LUXEN_2,WBLX1_(LXVF),120,1350,미지정,,N,50,1805,1860,CONCRETE (시멘트)
202230L15,20260826,12000283G0100,BALANCE WEIGHT,CONCRETE,5,-,LUXEN_2,WBLX1_(LXVF),120,1350,미지정,,N,50,1805,1860,CONCRETE (시멘트)
202230L16,20260826,12000067G0100,BALANCE WEIGHT,CONCRETE,3,-,LUXEN_2,WBLX1_(LXVF),120,1350,미지정,,N,50,1805,1860,CONCRETE (시멘트)
202230L16,20260826,12000283G0100,BALANCE WEIGHT,CONCRETE,5,-,LUXEN_2,WBLX1_(LXVF),120,1350,미지정,,N,50,1805,1860,CONCRETE (시멘트)
202230L14,20260826,12000067G0100,BALANCE WEIGHT,CONCRETE,3,-,LUXEN_2,WBLX1_(LXVF),120,1350,미지정,,N,50,1805,1860,CONCRETE (시멘트)
202230L14,20260826,12000283G0100,BALANCE WEIGHT,CONCRETE,5,-,LUXEN_2,WBLX1_(LXVF),120,1350,미지정,,N,50,1805,1860,CONCRETE (시멘트)
202230L17,20260826,12000067G0100,BALANCE WEIGHT,CONCRETE,3,-,LUXEN_2,WBLX1_(LXVF),120,1350,미지정,,N,50,1805,1860,CONCRETE (시멘트)
202230L17,20260826,12000283G0100,BALANCE WEIGHT,CONCRETE,5,-,LUXEN_2,WBLX1_(LXVF),120,1350,미지정,,N,50,1805,1860,CONCRETE (시멘트)
197153L16,20260616,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS2_(SSVF),60,1150,미지정,,N,50,1755,1660,CONCRETE (시멘트)
197153L16,20260616,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS2_(SSVF),60,1150,미지정,,N,50,1755,1660,CONCRETE (시멘트)
197153L17,20260616,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS2_(SSVF),60,1150,미지정,,N,50,1755,1660,CONCRETE (시멘트)
197153L17,20260616,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS2_(SSVF),60,1150,미지정,,N,50,1755,1660,CONCRETE (시멘트)
196083L01,20260616,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEO_MRL,WBSS2_(SSVF),105,1150,미지정,,N,50,1555,1860,CONCRETE (시멘트)
196083L01,20260616,12000284G0100,BALANCE WEIGHT,CONCRETE,3,-,NEO_MRL,WBSS2_(SSVF),105,1150,미지정,,N,50,1555,1860,CONCRETE (시멘트)
204945Y78,20260707,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,L15 호기 적용 자재,미지정,미지정,미지정,미지정,미지정,,N,-,,,CONCRETE (시멘트)
204945Y78,20260707,12000284G0100,BALANCE WEIGHT,CONCRETE,2,L15 호기 적용 자재,미지정,미지정,미지정,미지정,미지정,,N,-,,,CONCRETE (시멘트)
203378L01,20260617,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEX_MRL,GTSS_E,60,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
203378L01,20260617,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEX_MRL,GTSS_E,60,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
198818L01,20260715,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,LUXEN_2,GTLX_R,105,1200,미지정,,N,50,1605,1860,CONCRETE (시멘트)
198818L01,20260715,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,LUXEN_2,GTLX_R,105,1200,미지정,,N,50,1605,1860,CONCRETE (시멘트)
198818L02,20260715,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,LUXEN_2,GTLX_R,105,1200,미지정,,N,50,1605,1860,CONCRETE (시멘트)
198818L02,20260715,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,LUXEN_2,GTLX_R,105,1200,미지정,,N,50,1605,1860,CONCRETE (시멘트)
198818L03,20260715,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,LUXEN_2,GTLX_R,105,1200,미지정,,N,50,1605,1860,CONCRETE (시멘트)
198818L03,20260715,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,LUXEN_2,GTLX_R,105,1200,미지정,,N,50,1605,1860,CONCRETE (시멘트)
204027L01,20260610,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEX_MRL,GTSS_E,60,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
204027L01,20260610,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEX_MRL,GTSS_E,60,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
202801L01,20260112,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEX_MRL,GTSS,90,1150,미지정,,N,50,1555,1860,CONCRETE (시멘트)
202801L01,20260112,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEX_MRL,GTSS,90,1150,미지정,,N,50,1555,1860,CONCRETE (시멘트)
N23996L05,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L05,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L11,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L11,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L13,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L13,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L16,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,1,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L16,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L19,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,90,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
N23996L19,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
N23996L21,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,90,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
N23996L21,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
N23996L23,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,90,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
N23996L23,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
N23996L25,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,90,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
N23996L25,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
205448L03,20260617,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,GTSS_R,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
205448L03,20260617,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,GTSS_R,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
204931L01,20260819,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEX_MRL,GTSS_E,60,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
204931L01,20260819,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEX_MRL,GTSS_E,60,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
205448L01,20260617,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS2_(SSVF),105,1000,미지정,,GSB240DK,50,1555,1660,CONCRETE (시멘트)
205448L01,20260617,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS2_(SSVF),105,1000,미지정,,GSB240DK,50,1555,1660,CONCRETE (시멘트)
N23955L03,20260202,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,-,LUXEN_2,WBLX1_(LXVF),90,1350,미지정,,N,50,1655,2060,CONCRETE (시멘트)
N23955L03,20260202,12000284G0100,BALANCE WEIGHT,CONCRETE,4,-,LUXEN_2,WBLX1_(LXVF),90,1350,미지정,,N,50,1655,2060,CONCRETE (시멘트)
206915L01,20260625,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,-,NEWYZER,GTSS_R,60,1350,미지정,,N,50,1755,1860,CONCRETE (시멘트)
206915L01,20260625,12000284G0100,BALANCE WEIGHT,CONCRETE,4,-,NEWYZER,GTSS_R,60,1350,미지정,,N,50,1755,1860,CONCRETE (시멘트)
198117L36,20260813,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",31,-,IXEL,WBHS_(HSVF),210,1800,미지정,,N,50,2515,1740,FC (주철)
N24237L04,20260330,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,LUXEN_2,WBLX1_(LXVF),60,1600,미지정,,N,50,2492,1560,CONCRETE (시멘트)
N24237L04,20260330,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,LUXEN_2,WBLX1_(LXVF),60,1600,미지정,,N,50,2492,1560,CONCRETE (시멘트)
099991L28,20260708,12000067G0100,BALANCE WEIGHT,CONCRETE,5,-,LUXEN_2,WBLX1_(LXVF),120,1350,미지정,,N,50,1805,1860,CONCRETE (시멘트)
099991L28,20260708,12000283G0100,BALANCE WEIGHT,CONCRETE,8,-,LUXEN_2,WBLX1_(LXVF),120,1350,미지정,,N,50,1805,1860,CONCRETE (시멘트)
205448L02,20260715,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS2_(SSVF),105,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
205448L02,20260715,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,WBSS2_(SSVF),105,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L02,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L02,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L09,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L09,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L10,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,1,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L10,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L01,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,1,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L01,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L03,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L03,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L04,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,1,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L04,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
206397L10,20260203,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEWYZER,WBSS2_(SSVF),60,1150,미지정,,GSB240DK,50,1755,1760,CONCRETE (시멘트)
206397L10,20260203,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEWYZER,WBSS2_(SSVF),60,1150,미지정,,GSB240DK,50,1755,1760,CONCRETE (시멘트)
V800940,20260105,121C0218G0100,BALANCE WEIGHT,CONCRETE,6,"1. NEX SPD RAMP UP 개발품으로 충주 F02 개발품 적재 위치로 입고할 것.
2. 자재수령 담당자 : 윤동휘M(010-4994-1253), 양예림M(010-9435-5602)",미지정,미지정,미지정,미지정,미지정,,N,-,,,CONCRETE (시멘트)
V800940,20260105,12000284G0100,BALANCE WEIGHT,CONCRETE,5,"1. NEX SPD RAMP UP 개발품으로 충주 F02 개발품 적재 위치로 입고할 것.
2. 자재수령 담당자 : 윤동휘M(010-4994-1253), 양예림M(010-9435-5602)",미지정,미지정,미지정,미지정,미지정,,N,-,,,CONCRETE (시멘트)
N23996L06,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,1,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L06,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L07,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L07,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L08,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,1,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L08,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L12,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,1,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L12,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L14,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,1,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L14,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L15,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L15,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L17,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L17,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
N23996L18,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,1,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L18,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,750,미지정,,N,50,1505,1460,CONCRETE (시멘트)
N23996L20,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,90,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
N23996L20,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
N23996L22,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,90,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
N23996L22,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
N23996L24,20260121,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,90,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
N23996L24,20260121,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,90,1150,미지정,,N,50,1655,1860,CONCRETE (시멘트)
203881L02,20260819,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEX_MRL,GTSS,90,1000,미지정,,N,50,1555,1660,CONCRETE (시멘트)
